pdf_index,ref,title,introduction
pdf1166.pdf,https://towardsdatascience.com/light-on-math-machine-learning-intuitive-guide-to-understanding-kl-divergence-2b382ca2b2a8,Explanation about KL divergence #L1.3,Understanding KL Divergence
pdf1167.pdf,https://www.youtube.com/watch?v=DeNFAaA6o_M,"A great inro video about language models(discussed in #L2.1), which co...","NLP - Natural Language Processing
Language Model, 
Unigram, Bigram, 
Trigram, N-Gram, Tokenization"
pdf1168.pdf,https://towardsdatascience.com/entropy-cross-entropy-and-kl-divergence-17138ffab87b,"A detailed page talking about the difference between Entropy, Cross En...","Entropy, Cross Entropy, and KL Divergence"
pdf1169.pdf,https://towardsdatascience.com/entropy-cross-entropy-and-kl-divergence-explained-b09cdae917a,#L1.3 An easy to understand article on entropies,"Entropy, Cross-Entropy, and KL-Divergence Explained!"
pdf1170.pdf,https://www.analyticsvidhya.com/blog/2020/11/entropy-a-key-concept-for-all-data-science-beginners/,#L1.3 Explains entropy in a very simple language.,No Preview Available
pdf1171.pdf,https://www.formpl.us/blog/text-analytics-for-research-applications-benefits-uses-cases,This article describes text analysis and comapres it with text mining....,Text analysis tools allow you to draw conclusions about a piece of text; it is usually referred to as “data mining”. Text mining tools help you process large volumes of text data quickly by storing...
pdf1172.pdf,https://www.dummies.com/article/technology/information-technology/data-science/general-data-science/a-brief-guide-to-understanding-bayes-theorem-268197/,#L1.2 Brief guide to Bayes theorem,No Preview Available
pdf1173.pdf,https://math.stackexchange.com/questions/1210175/intuitively-why-does-bayes-theorem-work,#L1.2 Explains Bayes theorem working with examples,No Preview Available
pdf1174.pdf,https://learn.illinois.edu/course/view.php?id=72674,test,"on a relevant web page, (optionally) highlight any relevant passage of the page (e.g., the title), and open the CDL Chrome Extension. Click on the ""Submit"" tab on the top of the pop-up window. Your..."
pdf1175.pdf,https://www.geeksforgeeks.org/kullback-leibler-divergence/,"This covers the topic ""Kullback-Leibler Divergence"" discussed in Lectu...",Kullback-Leibler Divergence
pdf1176.pdf,https://analyticsindiamag.com/a-comprehensive-guide-to-maximum-likelihood-estimation-and-bayesian-estimation/,Article explaining MLE and Bayes with diagrams #L1.2,A Comprehensive Guide to Maximum Likelihood Estimation and Bayesian Estimation
pdf1177.pdf,https://www.countbayesie.com/blog/2017/5/9/kullback-leibler-divergence-explained,Explaining the Kullback-Liebler divergence. #L1.3,The key point here is that we can use KL Divergence as an objective function to find the optimal value for any approximating distribution we can come up with.
pdf1178.pdf,https://towardsdatascience.com/probability-concepts-explained-maximum-likelihood-estimation-c7b4342fdbb1,This explains the topic Maximum Likelihood estimation covered in Lectu...,Maximum likelihood estimation
pdf1179.pdf,https://www.youtube.com/watch?v=XepXtl9YKwc,Maximum Likelihood explanation. #L1.2,"Maximum Likelihood, clearly explained!!!"
pdf1180.pdf,https://www.khanacademy.org/science/chemistry/thermodynamics-chemistry,Lec1.3 Some useful resources of Entropy,No Preview Available
pdf1181.pdf,https://www.ischool.berkeley.edu/courses/info/202,Another IR course in UCB #L1.1,No Preview Available
pdf1182.pdf,https://medium.com/analytics-vidhya/the-art-of-converting-hindsight-to-foresight-bayes-theorem-f307f32d2e53,Direct understanding of Bayes Rule #L1.2,conditional probability equation for calculating probability of A given B
pdf1183.pdf,http://www.stat.columbia.edu/~liam/teaching/4107-fall05/notes3.pdf,A useful and thorough explanation of estimation theory related to Lect...,No Preview Available
pdf1184.pdf,https://gnarlyware.com/blog/kl-divergence-online-demo/,Graphical demo of KL divergence #L1.3,KL Divergence Online Demo
pdf1185.pdf,https://towardsdatascience.com/a-guide-text-analysis-text-analytics-text-mining-f62df7b78747,This webpage produced a guideline about text analysis. It provides the...,"A Guide: Text Analysis, Text Analytics & Text Mining #L1.1"
pdf1186.pdf,https://towardsdatascience.com/a-guide-text-analysis-text-analytics-text-mining-f62df7b78747,"This webpage produced a guideline of text analysis, it provides the de...","A Guide: Text Analysis, Text Analytics & Text Mining"
pdf1187.pdf,https://www.statlect.com/fundamentals-of-probability/Kullback-Leibler-divergence,KL-divergence,No Preview Available
pdf1188.pdf,https://www.geeksforgeeks.org/bayes-theorem-in-data-mining/,Bayes theorem's purpose in data mining,"Bayes’ Theorem describes the probability of an event, based on precedent knowledge of conditions which might be related to the event. In other words, Bayes’ Theorem is the add-on of Conditional Pro..."
pdf1189.pdf,https://www.khanacademy.org/math/statistics-probability,#Lec1.2 Some useful resources of probability knowledge,No Preview Available
pdf1190.pdf,https://jxmo.io/posts/retrieval,Overview of Text Retrieval and reserach #L1.1,brief overview of the field of text retrieval
pdf1191.pdf,https://www.youtube.com/watch?v=ErfnhcEV1O8,"Video explanation on  Entropy, Cross-Entropy and KL-Divergence #L1.3","Introduction to Entropy, Cross-Entropy and KL-Divergence"
pdf1192.pdf,https://web.mit.edu/6.933/www/Fall2001/Shannon2.pdf,Information Theory and the Digital Age #L1.3 [PDF],No Preview Available
pdf1193.pdf,https://rpsychologist.com/likelihood/,Understanding Maximum Likelihood: An Interactive Visualization #L1.2,"Understanding Maximum Likelihood
An Interactive Visualization"
pdf1194.pdf,https://ieeexplore.ieee.org/document/8257905,IEEE Paper on TextScope #L1.1,"Recent years have seen a dramatic growth of natural language text data (e.g., web pages, news articles, scientific literature, emails, enterprise documents, blog articles, forum posts, product revi..."
pdf1195.pdf,https://towardsdatascience.com/probability-concepts-explained-maximum-likelihood-estimation-c7b4342fdbb1,Some clarifications of differences between maximum likelihood and prob...,"These expressions are equal! So what does this mean? Let’s first define P(data; μ, σ)? It means “the probability density of observing the data with model parameters μ and σ”. It’s worth noting that..."
pdf1196.pdf,https://www.codingninjas.com/codestudio/library/scope-of-data-mining,"Overviewing scopes in datamining

#L1.1",Prediction of behaviors and trends: Data mining is helpful in the process of predicting information automatically from large databases. It is faster than the traditional way of analysis and is more...
pdf1197.pdf,https://nlp.stanford.edu/IR-book/information-retrieval-book.html,"It includes basic concepts in Information retrieval, it's related to l...",Textbook about Information Retrieval
pdf1198.pdf,https://www.researchgate.net/publication/2282868_Information_Retrieval_and_Information_Theory,The paper establishes connections between information retrieval and in...,No Preview Available
pdf1199.pdf,https://tselab.stanford.edu/mirror/ee376a_winter1617/Lecture_2.pdf,"#L1.3 Information theory lecture note. Summary of entropy, mutual info...",No Preview Available
pdf1200.pdf,https://ieeexplore.ieee.org/document/7339149,Lecture #L1.1 is about a brief review of the purpose of text mining. T...,No Preview Available
pdf1201.pdf,https://towardsdatascience.com/spam-detection-in-emails-de0398ea3b48,spam filter detection #L1.1,"All these tasks are done through Natural Language Processing (NLP), which processes text into useful insights that can be applied to future data. In the field of artificial intelligence, NLP is one..."
pdf1202.pdf,https://web.stanford.edu/~montanar/RESEARCH/BOOK/partA.pdf,Paper on the  fundamental concepts of information theory and probabili...,No Preview Available
pdf1203.pdf,https://cs-people.bu.edu/mbun/courses/591_F19/notes/lec6.pdf,helps understand conditional entropy and mutual information concepts b...,No Preview Available
pdf1204.pdf,https://www.techtarget.com/searchenterpriseai/definition/natural-language-processing-NLP,Introduction to NLP,Natural language processing (NLP)
pdf1205.pdf,https://iopscience.iop.org/article/10.1088/1757-899X/226/1/012091/pdf,This paper analyses the naive bayes algorithm for spam filter in multi...,Spam Email Filter using Naive Bayes Algorithm #L1.1
pdf1206.pdf,https://analyticsindiamag.com/a-comprehensive-guide-to-maximum-likelihood-estimation-and-bayesian-estimation/,Detailed explanation and differences between MLE and Bayesian Estimati...,No Preview Available
pdf1207.pdf,https://en.wikipedia.org/wiki/Kullback–Leibler_divergence,Kullback–Leibler divergence explanation #L1.3,Kullback–Leibler divergence
pdf1208.pdf,https://quantdare.com/what-is-mutual-information/,A better interpretation of Mutual Information #L1.3,"The Mutual Information between two random variables measures non-linear relations between them. Besides, it indicates how much information can be obtained from a random variable by observing anothe..."
pdf1209.pdf,https://en.wikipedia.org/wiki/Kullback–Leibler_divergence,Defination and simple interpretation of Kullback-Leibler divergence #L...,"In mathematical statistics, the Kullback–Leibler divergence (also called relative entropy and I-divergence[1]), denoted {\displaystyle D_{\text{KL}}(P\parallel Q)}, is a type of statistical distanc..."
pdf1210.pdf,https://en.wikipedia.org/wiki/Language_model,Definition of Language Model in #L1.1,"A language model is a probability distribution over sequences of words.[1] Given any sequence of words of length m, a language model assigns a probability {\displaystyle P(w_{1},\ldots ,w_{m})} to ..."
pdf1211.pdf,https://en.wikipedia.org/wiki/Language_model,Definition of language model,"A language model is a probability distribution over sequences of words.[1] Given any sequence of words of length m, a language model assigns a probability {\displaystyle P(w_{1},\ldots ,w_{m})} to ..."
pdf1212.pdf,https://www.folio3.ai/blog/why-natural-language-processing-is-difficult/,Why NLP is important and difficult,No Preview Available
pdf1213.pdf,https://en.wikipedia.org/wiki/Kullback–Leibler_divergence,a useful explanation of K-L Divergence covered in Lecture #L1.3,"For discrete probability distributions {\displaystyle P} and {\displaystyle Q} defined on the same sample space, {\displaystyle {\mathcal {X}}}, the relative entropy from {\displaystyle Q} to {\dis..."
pdf1214.pdf,https://en.wikipedia.org/wiki/Von_Neumann_entropy,Lecture #L1.3 is a review of information theory. This page extend the ...,No Preview Available
pdf1215.pdf,https://www.analyticsvidhya.com/blog/2020/11/entropy-a-key-concept-for-all-data-science-beginners/,Clear Understanding of Entropy #L1.3,"The entropy measures the “amount of information” present in a variable. Now, this amount is estimated not only based on the number of different values that are present in the variable but also by t..."
pdf1216.pdf,https://pi.math.cornell.edu/~mec/Winter2009/RalucaRemus/Lecture3/lecture3.html,Lecture #L1.2 is a brief overview of probability. This page introduces...,No Preview Available
pdf1217.pdf,https://quantdare.com/what-is-mutual-information/,Useful information about mutual information,No Preview Available
pdf1218.pdf,https://people.math.harvard.edu/~ctm/home/text/others/shannon/entropy/entropy.pdf,This paper includes the full story of Information Theory by Shannon #L...,THE ENTROPY OF AN INFORMATION SOURCE
pdf1219.pdf,https://towardsdatascience.com/text-classification-using-naive-bayes-theory-a-working-example-2ef4b7eb7d5a,text analysis using bayes rule #L1.2,"Text Analysis is a major application field for machine learning algorithms. However the raw data, a sequence of symbols (i.e. strings) cannot be fed directly to the algorithms themselves as most of..."
pdf1220.pdf,https://towardsdatascience.com/a-quick-introduction-to-text-summarization-in-machine-learning-3d27ccf18a9f,Explains text summarization mentioned in #L1.1,Automatic text summarization is a common problem in machine learning and natural language processing (NLP).
pdf1221.pdf,https://dl.acm.org/doi/abs/10.1145/945546.945549?casa_token=JBFae-lx5_cAAAAA:jNfcNYnmPxIC0R0Ns1EgD9AF-KMVvj0buTehwexVtBUNpHj7fDfkBiFWGvPVpVr7lvlW5Y7RM-4g,Challenges in information retrieval systems composed in the early 2000...,No Preview Available
pdf1222.pdf,https://nlp.stanford.edu/IR-book/pdf/13bayes.pdf,Stanford nlp book on Naive Bayes covered in #L1.2,No Preview Available
pdf1223.pdf,https://towardsdatascience.com/likelihood-probability-and-the-math-you-should-know-9bf66db5241b,#L1.2 Relation of likelihood and probability and their roles in machin...,No Preview Available
pdf1224.pdf,http://www.awebb.info/probability/2017/05/18/cross-entropy-and-log-likelihood.html,Article on cross-entropy for lecture #L1.3,"It's like if you'd played the game '20 questions' with your friend Alice so many times that you've got to learn the kind of objects she chooses, and tailored the sequence of questions to her. When ..."
pdf1225.pdf,https://machinelearningmastery.com/what-is-information-entropy/,Provides an introduction to information entropy with code examples,Introduction to Information Entropy in #L1.3
pdf1226.pdf,https://towardsdatascience.com/bayes-theorem-explained-1b501d52ae37,Bayes Theorem explained,Explanation of Bayes' Theorem in #L1.2
pdf1227.pdf,https://www.youtube.com/watch?v=kNkCfaH2rxc&list=PLaZQkZp6WhWwoDuD6pQCmgVyDbUWl_ZUi,Interesting videos on information retrieval #L1.1,Introduction to Information Retrieval
pdf1228.pdf,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation,Maximum likelihood estimation defination and explination #L1.2,Maximum likelihood estimation
pdf1229.pdf,https://en.wikipedia.org/wiki/Bayes'_theorem,Prof of Bayes Theorem in #L1.2,"Bayes' theorem may be derived from the definition of conditional probability:

{\displaystyle P(A\mid B)={\frac {P(A\cap B)}{P(B)}},{\text{ if }}P(B)\neq 0,}
where {\displaystyle P(A\cap B)} is the..."
pdf1230.pdf,https://isip.piconepress.com/courses/msstate/ece_8463/lectures/current/lecture_33/lecture_33.pdf,A great lecture slides about smoothing in N-gram language model(discus...,"Smoothing is the process of flattening a probability distribution implied by a language model so that all
reasonable word sequences can occur with some probability. This often involves broadening ..."
pdf1231.pdf,https://medium.datadriveninvestor.com/maximum-likelihood-estimation-v-s-bayesian-estimation-bfac171a8b85,#1.2 advantages and disadvantages of maximum likelihood and bayesian,"Log-likelihood function:


The partial derivative of every involved variable


Advantages
provides a consistent approach which can be developed for a large variety of estimation situations...."
pdf1232.pdf,https://dibyaghosh.com/blog/probability/kldivergence.html,#L1.3 Article Explaining the Uses of KL Divergence in Different Learni...,This post will talk about the Kullback-Leibler Divergence from a holistic perspective of reinforcement learning and machine learning. You've probably run into KL divergences before: especially if y...
pdf1233.pdf,https://www.analyticsvidhya.com/blog/2020/11/entropy-a-key-concept-for-all-data-science-beginners/,brief in formation about entropy introduced in #1.2,"Entropy is one of the key aspects of Machine Learning. It is a must to know for anyone who wants to make a mark in Machine Learning and yet it perplexes many of us.

The focus of this article is ..."
pdf1234.pdf,https://cci.drexel.edu/bigdata/bigdata2017/files/Keynote_Zhai.pdf,Slides about TextScope,"TextScope:
Enhance Human Perception via Text Mining"
pdf1235.pdf,https://www.britannica.com/science/Bayesian-analysis,#L1.2 Relevant Article With A Simple Illustration Of The Essence Of Ba...,"Bayesian analysis, a method of statistical inference (named for English mathematician Thomas Bayes) that allows one to combine prior information about a population parameter with evidence from info..."
pdf1236.pdf,https://www.youtube.com/watch?v=9_eZHt2qJs4,Youtube video explaining K-L Divergence in #L1.3,No Preview Available
pdf1237.pdf,https://www.mathsisfun.com/data/bayes-theorem.html,Gives basic explanation and calculation example of Bayes' Theorem ment...,Bayes' Theorem
pdf1238.pdf,https://news.berkeley.edu/2016/01/11/will-computers-ever-truly-understand-what-were-saying/,#L1.1 Relevant Article Detailing The Differences Of Language Comprehen...,"“Apple’s Siri focuses on statistical regularities, but communication is not about statistical regularities,” he said. “Statistical regularities may get you far, but it is not how the brain does it...."
pdf1239.pdf,https://web.stanford.edu/~montanar/RESEARCH/BOOK/partA.pdf,#1.2 #1.3 The first several pages of this pdf recapped the concept of ...,INTRODUCTION TO INFORMATION THEORY
pdf1240.pdf,https://www.nowpublishers.com/article/Details/INR-008,"A survey reviewing existing work of SLM for information retrieval, use...","The purpose of this survey is to systematically and critically review the existing work in applying statistical language models to information retrieval, summarize their contributions, and point ou..."
pdf1241.pdf,https://learn.illinois.edu/course/view.php?id=72674,test,test
pdf1242.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,"An useful wiki about smoothing for language Models, which covers all t...","Smoothing

MLE may overfit the data: it will assign 0 probabilities to words it hasn't seen
What to do with it?
Bayesian Parameter Estimation can both maximize the data likelihood and incorpora..."
pdf1243.pdf,https://handwiki.org/wiki/Noisy_text_analytics,Lecture #L1.1: Noise in text data (a reason to convert big text data t...,No Preview Available
pdf1244.pdf,https://towardsdatascience.com/maximum-likelihood-vs-bayesian-estimation-dd2eb4dfda8a,Apply MLE or Bayesian Estimation? Lecture #1.2,When to use MLE? Bayesian estimation?
pdf1245.pdf,https://machinelearningmastery.com/a-gentle-introduction-to-jensens-inequality/,"Jensen's inequality, used in the derivation of property of cross entro...",No Preview Available
pdf1246.pdf,https://jon.dehdari.org/tutorials/lm_overview.pdf,A powerpoint that help introduce the overview of Statistical Language ...,A Short Overview of Statistical Language Models
pdf1247.pdf,https://reader.elsevier.com/reader/sd/pii/S1877050918317939?token=09A7BFDB341BA8154636302DD1A05AD40C91DDB1CB6051F166DC513EA03C473B9E9A0BF40855B9B7C7E2477291537DCF,#L1.3: KL Divergence used in ML applications.,This report made a conclusion about how the KL Divergence is used in ML for various applications.
pdf1248.pdf,https://monkeylearn.com/blog/practical-explanation-naive-bayes-classifier/,#L2.1: Applications of SLM in bayes classifier,A practical explanation of a Naive Bayes classifier
pdf1249.pdf,https://www.rev.com/blog/resources/understanding-n-gram-language-models,Article containing an example of n-gram models,Understanding N-Gram Language Models
pdf1250.pdf,https://jxmo.io/posts/retrieval,#L1.1,A Brief Survey of Text Retrieval in 2022
pdf1251.pdf,https://www.3pillarglobal.com/insights/blog-posts/document-classification-using-multinomial-naive-bayes-classifier/,Solved example explaining application of Bayes Theorem for text classi...,DOCUMENT CLASSIFICATION USING MULTINOMIAL NAIVE BAYES CLASSIFIER
pdf1252.pdf,https://www.youtube.com/watch?v=_PG-jJKB_do,A video explaining concepts of entropy using the examples mentioned in...,Intuitive explanation of entropy
pdf1253.pdf,https://en.wikipedia.org/wiki/Kneser–Ney_smoothing,"Some further explanation of modification of Kneser-Ney, which consider...",No Preview Available
pdf1254.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,A page about smoothing methods for language models useful for Lecture ...,Smoothing for Language Models
pdf1255.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,"A textbook chapter describing details of n-gram models, relevant to Le...",No Preview Available
pdf1256.pdf,https://en.wikipedia.org/wiki/Information_theory,This wiki article gives a great intro + overview on information theory...,"Information theory is the scientific study of the quantification, storage, and communication of information.[1] The field was originally established by the works of Harry Nyquist and Ralph Hartley,..."
pdf1257.pdf,https://www.math.net/probability-and-statistics,This article gives a great overview and introduction to probability an...,"Probability and statistics are two branches of mathematics concerning the collection, analysis, interpretation, and display of data in the context of random events. They are often studied together ..."
pdf1258.pdf,https://www.tutorialspoint.com/what-are-the-methods-of-text-retrieval,A brief introduction to text retrieval covered in lecture #L1.1,Text retrieval is the process of transforming unstructured text into a structured format to identify meaningful patterns and new insights.
pdf1259.pdf,https://learn.illinois.edu/course/view.php?id=72674,A useful introduction to text retrieval covered in Lecture #L1.1,A useful introduction to text retrieval covered in Lecture #L1.1
pdf1260.pdf,https://en.wikipedia.org/wiki/Natural_language_processing,It's the wikipedia page for NLP #1.1,"Natural language processing (NLP) is an interdisciplinary subfield of linguistics, computer science, and artificial intelligence concerned with the interactions between computers and human language..."
pdf1261.pdf,https://arxiv.org/pdf/2010.06705.pdf,"Recent studies on sentiment analysis, which is an important task in in...",No Preview Available
pdf1262.pdf,https://www.analyticsvidhya.com/blog/2021/04/improve-naive-bayes-text-classifier-using-laplace-smoothing/,Example of Laplace Smoothing for Text Classifying (#L2.2),Improve Naive Bayes Text classifier using Laplace Smoothing
pdf1264.pdf,https://www.youtube.com/watch?v=bkLHszLlH34,Information Theory Basics,Information Theory Basics
pdf1265.pdf,https://seeing-theory.brown.edu/bayesian-inference/index.html,Bayesian Inference,Chapter 5: Bayesian Inference
pdf1266.pdf,https://en.wikipedia.org/wiki/Information_retrieval,The definition of IR.,Information retrieval (IR) in computing and information science is the process of obtaining information system resources that are relevant to an information need from a collection of those resource...
pdf1267.pdf,https://en.wikipedia.org/wiki/Entropy_(information_theory),Entropy covered in Lecture 1.3,Entropy (information theory)
pdf1268.pdf,https://www.analyticsvidhya.com/blog/2021/06/part-20-step-by-step-guide-to-master-nlp-information-retrieval/,NLP and information retrieval in Lecture #1.1,NLP – Information Retrieval
pdf1269.pdf,https://www.freecodecamp.org/news/bayes-rule-explained/,Bayes' rule covered in Lecture #1.2,Bayes' Rule
pdf1270.pdf,https://machinelearningmastery.com/what-is-information-entropy/,#L1.3 An introduction to Information Entropy,A Gentle Introduction to Information Entropy
pdf1271.pdf,https://vitalflux.com/quick-introduction-smoothing-techniques-language-models/,Smoothing #L2.3,Smoothing #L2.3
pdf1272.pdf,https://en.wikipedia.org/wiki/N-gram,What is n-gram #L2.2,What is n-gram #L2.2
pdf1273.pdf,https://medium.com/mti-technology/n-gram-language-model-b7c2fc322799,Unigram #L2.1,Unigram #L2.1
pdf1274.pdf,https://towardsdatascience.com/maximum-likelihood-vs-bayesian-estimation-dd2eb4dfda8a,#L1.2 A Medium article blog about Maximum Likelihood vs. Bayesian Esti...,Maximum Likelihood vs. Bayesian Estimation
pdf1275.pdf,https://www.mathsisfun.com/data/bayes-theorem.html,Useful page about Bayes' Rule for Lecture #1.2,Bayes' Theorem is a way of finding a probability when we know certain other probabilities.
pdf1276.pdf,https://ieeexplore.ieee.org/abstract/document/32278,#L1.1 A research article about statistical language model,A tree-based statistical language model for natural language speech recognition
pdf1277.pdf,https://fedtechmagazine.com/article/2020/01/assisted-intelligence-vs-augmented-intelligence-and-autonomous-intelligence-perfcon,Talks about the application of assisted AI in government. Lecture #L1....,"While artificial intelligence has been around for some time, only recently has it reached the level many predicted for the technology at the outset. Today, the growing toolkit of AI is capable of m..."
pdf1278.pdf,https://en.wikipedia.org/wiki/Entropy,Wikipedia page for entropy #1.3,"Entropy is a scientific concept, as well as a measurable physical property, that is most commonly associated with a state of disorder, randomness, or uncertainty."
pdf1279.pdf,https://www.mathsisfun.com/data/random-variables.html,An interesting explanation for random variable #1.2,A Random Variable is a set of possible values from a random experiment.
pdf1280.pdf,https://medium.com/mti-technology/n-gram-language-model-b7c2fc322799,An detailed article with examples demostrating n-gram language model #...,N-gram language models
pdf1281.pdf,https://www.youtube.com/watch?v=GwP8gKa-ij8,Explanation of Good Turing Smoothing #L2.3,Good-Turing Smoothing
pdf1282.pdf,https://www.engati.com/glossary/statistical-language-modeling,some disadvantages of statistical language model #L2.1,"What are the drawbacks of statistical language modeling?
1. Zero probabilities
If we have a tri-gram language model that conditions of two words and has a vocabulary of 10,000 words. The we have ..."
pdf1283.pdf,https://web.mit.edu/6.933/www/Fall2001/Shannon2.pdf,A textbook introducing information theory #L1.3,Information Theory
pdf1284.pdf,https://people.math.harvard.edu/~ctm/papers/home/text/class/harvard/154/course/course.pdf,"This is a note of probability theory, it introduce probability in math...",Probability Theory
pdf1285.pdf,https://www.nlpworld.co.uk/nlp-glossary/f/feedback/,what is Feedback? #L4.2,what is Feedback? #L4.2
pdf1286.pdf,https://www.exploredatabase.com/2021/02/what-is-smoothing-in-nlp-and-why-do-we-need-smoothing.html,what really is smoothing and why? #L4.1,what really is smoothing and why? #L4.1
pdf1287.pdf,https://en.wikipedia.org/wiki/Okapi_BM25,BM25 #L3.2,BM25 #L3.2
pdf1288.pdf,https://en.wikipedia.org/wiki/Probabilistic_relevance_model,Probabilistic Retrieval Models #L3.1,Probabilistic Retrieval Models #L3.1
pdf1289.pdf,https://www.researchgate.net/publication/251806120_An_Investigation_of_Dirichlet_Prior_Smoothing's_Performance_Advantage,Discussions of Dirichlet Prior Smoothing mentioned at #L2.3,An Investigation of Dirichlet Prior Smoothing's Performance Advantage
pdf1290.pdf,https://en.wikipedia.org/wiki/Entropy_coding,Entropy Coding: https://en.wikipedia.org/wiki/Entropy_coding,Entropy coding
pdf1291.pdf,https://slideplayer.com/slide/14297401/,"More slides about textscope from professor:
https://slideplayer.com/s...",TextScope
pdf1292.pdf,https://nlp.stanford.edu/courses/cs224n/2001/gruffydd/smoothing.html,A website from Stanford introducing Bayesian smoothing with Bayesian p...,"Perhaps the simplest and most elegant method of estimating a multinomial distribution is a generalization of an approach originally taken by Laplace. In the following discussion, I follow the prese..."
pdf1293.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,A useful pdf file covers maximum likelihood of n-grams LM #L2.2,"Markov models are the class of probabilistic models
that assume we can predict the probability of some future unit without looking too
far into the past. We can generalize the bigram (which looks..."
pdf1294.pdf,https://www.fon.hum.uva.nl/rob/Courses/InformationInSpeech/CDROM/Literature/LOTwinterschool2006/homepages.inf.ed.ac.uk/s0450736/slm.html,#L2.1 Some common Statistical Language Modeling (SLM) techniques with ...,The goal of Statistical Language Modeling is to build a statistical language model that can estimate the distribution of natural language as accurate as possible. A statistical language model (SLM)...
pdf1295.pdf,http://asr.cs.cmu.edu/spring2010/class.19apr/ngrams.pdf,A powerpoint demostrating the application of N-gram language models fo...,N-gram language models for speech recognition
pdf1296.pdf,https://builtin.com/data-science/dirichlet-distribution,More about Dirichlet distribution #L2.3,The Dirichlet Distribution: What Is It and Why Is It Useful?
pdf1297.pdf,https://machinelearninginterview.com/topics/natural-language-processing/what-order-of-markov-assumption-is-done-for-n-grams/,Markov assumption in n-grams model #L2.2,What order of Markov assumption does n-grams model make ?
pdf1298.pdf,https://en.wikipedia.org/wiki/Information_theory,Wikipedia page of Information Theory. Relevant to Lecture #L1.3,"Information theory is the scientific study of the quantification, storage, and communication of information.[1] The field was originally established by the works of Harry Nyquist and Ralph Hartley,..."
pdf1299.pdf,https://www.engati.com/blog/applications-of-generative-language-models,3 applications of Generative Language Models #L2.1,3 applications of Generative Language Models
pdf1300.pdf,https://towardsdatascience.com/transformers-89034557de14,#L1.1 Intro to NLP with Transformer,No Preview Available
pdf1301.pdf,https://stats.stackexchange.com/questions/378274/how-to-construct-a-cross-entropy-loss-for-general-regression-targets,#L1.3 Cross-entropy and maximum likelihood in neural networks,"Plug the network output to the parameters of the distribution and take the -log then minimize the network weights.
This is equivalent to Maximum Likelihood Estimation of the parameters."
pdf1302.pdf,https://www.cs.cmu.edu/~roni/papers/survey-slm-IEEE-PROC-0004.pdf,#L2.1 History of SLM,TWO DECADES OF STATISTICAL LANGUAGE MODELING: WHERE DO WE GO FROM HERE?
pdf1303.pdf,https://www.cs.cmu.edu/~roni/papers/survey-slm-IEEE-PROC-0004.pdf,A comprehensive discussion about major SLM technologies in recent year...,Statistical Language Models estimate the distribution of various natural language phenomena for the purpose of speech recognition and other language technologies.
pdf1304.pdf,https://maroo.cs.umass.edu/getpdf.php?id=694,A paper that investigate the advantage of Dirichlet Prior Smoothing in...,Dirichlet prior smoothing’s performance advantage appears to come more from an implicit prior favoring longer documents than from better estimation of the document model.
pdf1305.pdf,https://arxiv.org/abs/1301.3781,#L2.1 An example of an untraditional text modeling scheme (as opposed ...,Efficient Estimation of Word Representations in Vector Space
pdf1306.pdf,https://maroo.cs.umass.edu/getpdf.php?id=294,"#L4.2: In this paper, they use the feedback to improve query likelihoo...","[They] investigate relevant query feedback, in which [they] update a document’s representation based on a set of relevant queries."
pdf1307.pdf,https://ils.unc.edu/courses/2020_fall/inls509_001/lectures/07-QueryLikelihoodModel.pdf,#L4.1: These slides have an example of how the query-likelihood models...,Example
pdf1308.pdf,https://nlp.stanford.edu/IR-book/pdf/11prob.pdf,#L3.1: This book chapter talks about probabilistic retrieval models in...,"Based on these two representations, a system tries to determine how well documents satisfy information needs."
pdf1309.pdf,https://www.cs.cornell.edu/courses/cs6740/2010sp/guides/lec05.pdf,#L3.2: This describes the affect of certain assumptions we make about ...,The type of uncertainty presumably affects the estimations and derivation of the probabilistic model.
pdf1310.pdf,https://www.youtube.com/watch?v=fCn8zs912OE,#L2.2 VSAUCE Video explaining Zipf's law,No Preview Available
pdf1311.pdf,https://ieeexplore.ieee.org/abstract/document/817452,#L2.3 Survey about smoothing techniques,A survey of smoothing techniques for ME models
pdf1312.pdf,https://repository.lib.fit.edu/bitstream/handle/11141/682/ZHANG-THESIS.pdf?sequence=1,A in-depth comparison of the effects of different smoothing techniques...,No Preview Available
pdf1313.pdf,https://www.kdnuggets.com/2022/06/ngram-language-modeling-natural-language-processing.html,Some applications and limitations of the N-gram Language Model #L2.2,"The N-gram language model corrects the noise by using probability knowledge. Likewise, this model is used in machine translations for producing more natural statements in target and specified langu..."
pdf1314.pdf,https://leimao.github.io/blog/Maximum-Likelihood-Estimation-Ngram/,A good complement in teaching how to compute ML estimate of N-gram LMS,Maximum Likelihood Estimation of N-Gram Model Parameters
pdf1315.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,"A complement of smoothing for language models including Interpolation,...","Smoothing

MLE may overfit the data: it will assign 0 probabilities to words it hasn't seen
What to do with it?
Bayesian Parameter Estimation can both maximize the data likelihood and incorpora..."
